tasks,k,method,normalized_accuracy,mean_raw_accuracy
Cars|MNIST|SUN397|SVHN,4,weight_averaging,0.9068039491469475,0.8145
Cars|MNIST|SUN397|SVHN,4,task_arithmetic,0.9224819670314943,0.829
Cars|MNIST|SUN397|SVHN,4,ties,0.8350843804414435,0.7455
Cars|RESISC45|SUN397|SVHN,4,weight_averaging,0.8678763276287497,0.76675
Cars|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8878651801497092,0.78525
Cars|RESISC45|SUN397|SVHN,4,ties,0.7937721453742737,0.69675
DTD|EuroSAT|GTSRB|MNIST,4,weight_averaging,0.796854336595396,0.7635000000000001
DTD|EuroSAT|GTSRB|MNIST,4,task_arithmetic,0.8286247335328372,0.794
DTD|EuroSAT|GTSRB|MNIST,4,ties,0.6552668467785803,0.62575
DTD|EuroSAT|GTSRB|RESISC45,4,weight_averaging,0.776903219385978,0.7355
DTD|EuroSAT|GTSRB|RESISC45,4,task_arithmetic,0.8099727384684281,0.76675
DTD|EuroSAT|GTSRB|RESISC45,4,ties,0.6461745005473454,0.609
DTD|EuroSAT|GTSRB|SUN397,4,weight_averaging,0.794254814883111,0.70375
DTD|EuroSAT|GTSRB|SUN397,4,task_arithmetic,0.8288360451808727,0.7364999999999999
DTD|EuroSAT|GTSRB|SUN397,4,ties,0.6560699475192375,0.57125
DTD|EuroSAT|GTSRB|SVHN,4,weight_averaging,0.7721766983700482,0.735
DTD|EuroSAT|GTSRB|SVHN,4,task_arithmetic,0.8094479311055666,0.77025
DTD|EuroSAT|GTSRB|SVHN,4,ties,0.6171123213130603,0.5842499999999999
DTD|EuroSAT|MNIST|RESISC45,4,weight_averaging,0.8374262418309938,0.79725
DTD|EuroSAT|MNIST|RESISC45,4,task_arithmetic,0.8513031712131468,0.81
DTD|EuroSAT|MNIST|RESISC45,4,ties,0.7296783622110172,0.6930000000000001
DTD|EuroSAT|MNIST|SUN397,4,weight_averaging,0.8500273942332253,0.76075
DTD|EuroSAT|MNIST|SUN397,4,task_arithmetic,0.8662327133926739,0.7755
DTD|EuroSAT|MNIST|SUN397,4,ties,0.7437403962499971,0.659
DTD|EuroSAT|MNIST|SVHN,4,weight_averaging,0.8303511976817151,0.79375
DTD|EuroSAT|MNIST|SVHN,4,task_arithmetic,0.8474312165913644,0.8095
DTD|EuroSAT|MNIST|SVHN,4,ties,0.7120341435989883,0.67975
DTD|EuroSAT|RESISC45|SUN397,4,weight_averaging,0.825527102377001,0.72875
DTD|EuroSAT|RESISC45|SUN397,4,task_arithmetic,0.842408821443938,0.74475
DTD|EuroSAT|RESISC45|SUN397,4,ties,0.7333009442805336,0.641
DTD|EuroSAT|RESISC45|SVHN,4,weight_averaging,0.7940823583743842,0.7505000000000001
DTD|EuroSAT|RESISC45|SVHN,4,task_arithmetic,0.8203804392446634,0.7749999999999999
DTD|EuroSAT|RESISC45|SVHN,4,ties,0.6805707248416608,0.6415
DTD|EuroSAT|SUN397|SVHN,4,weight_averaging,0.8155039025014394,0.7222500000000001
DTD|EuroSAT|SUN397|SVHN,4,task_arithmetic,0.841714082498203,0.74625
DTD|EuroSAT|SUN397|SVHN,4,ties,0.6965952010898403,0.6092500000000001
DTD|GTSRB|MNIST|RESISC45,4,weight_averaging,0.8050565644756082,0.7635000000000001
DTD|GTSRB|MNIST|RESISC45,4,task_arithmetic,0.8313531479427335,0.78825
DTD|GTSRB|MNIST|RESISC45,4,ties,0.6859439639560444,0.648
DTD|GTSRB|MNIST|SUN397,4,weight_averaging,0.8303090592005257,0.7402500000000001
DTD|GTSRB|MNIST|SUN397,4,task_arithmetic,0.8470746133347782,0.7565
DTD|GTSRB|MNIST|SUN397,4,ties,0.7118968447818335,0.62675
DTD|GTSRB|MNIST|SVHN,4,weight_averaging,0.8311092041826116,0.79375
DTD|GTSRB|MNIST|SVHN,4,task_arithmetic,0.8527436808074904,0.81425
DTD|GTSRB|MNIST|SVHN,4,ties,0.7009895333146491,0.6675
DTD|GTSRB|RESISC45|SUN397,4,weight_averaging,0.7917099105185439,0.6935
DTD|GTSRB|RESISC45|SUN397,4,task_arithmetic,0.822809754126311,0.723
DTD|GTSRB|RESISC45|SUN397,4,ties,0.690585119889126,0.5972500000000001
DTD|GTSRB|RESISC45|SVHN,4,weight_averaging,0.7842970743678872,0.73875
DTD|GTSRB|RESISC45|SVHN,4,task_arithmetic,0.8218248636967849,0.77425
DTD|GTSRB|RESISC45|SVHN,4,ties,0.6532307538349718,0.6125
DTD|GTSRB|SUN397|SVHN,4,weight_averaging,0.811376049897493,0.71725
DTD|GTSRB|SUN397|SVHN,4,task_arithmetic,0.8437288394981817,0.748
DTD|GTSRB|SUN397|SVHN,4,ties,0.6815353257290377,0.5935
DTD|MNIST|RESISC45|SUN397,4,weight_averaging,0.8445602069887626,0.7475
DTD|MNIST|RESISC45|SUN397,4,task_arithmetic,0.853833582449347,0.7565
DTD|MNIST|RESISC45|SUN397,4,ties,0.7756398749097035,0.683
DTD|MNIST|RESISC45|SVHN,4,weight_averaging,0.8319605910080111,0.788
DTD|MNIST|RESISC45|SVHN,4,task_arithmetic,0.8541781203259674,0.808
DTD|MNIST|RESISC45|SVHN,4,ties,0.7483136234295191,0.70825
DTD|MNIST|SUN397|SVHN,4,weight_averaging,0.8584913419089302,0.76575
DTD|MNIST|SUN397|SVHN,4,task_arithmetic,0.874664036119694,0.78
DTD|MNIST|SUN397|SVHN,4,ties,0.7745375538493083,0.6875
DTD|RESISC45|SUN397|SVHN,4,weight_averaging,0.8206026836675109,0.71875
DTD|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8440905809816089,0.7404999999999999
DTD|RESISC45|SUN397|SVHN,4,ties,0.7354472284603497,0.64025
EuroSAT|GTSRB|MNIST|RESISC45,4,weight_averaging,0.8455390856914177,0.83475
EuroSAT|GTSRB|MNIST|RESISC45,4,task_arithmetic,0.8664954718954845,0.8555
EuroSAT|GTSRB|MNIST|RESISC45,4,ties,0.7118061586907186,0.702
EuroSAT|GTSRB|MNIST|SUN397,4,weight_averaging,0.8660906039568497,0.80725
EuroSAT|GTSRB|MNIST|SUN397,4,task_arithmetic,0.8889845187672345,0.8295
EuroSAT|GTSRB|MNIST|SUN397,4,ties,0.7276156607076131,0.67
EuroSAT|GTSRB|MNIST|SVHN,4,weight_averaging,0.8473352650716528,0.8402499999999999
EuroSAT|GTSRB|MNIST|SVHN,4,task_arithmetic,0.8655840373625514,0.85825
EuroSAT|GTSRB|MNIST|SVHN,4,ties,0.7037658064380733,0.698
EuroSAT|GTSRB|RESISC45|SUN397,4,weight_averaging,0.8324969919786096,0.76625
EuroSAT|GTSRB|RESISC45|SUN397,4,task_arithmetic,0.8622819370172312,0.796
EuroSAT|GTSRB|RESISC45|SUN397,4,ties,0.7160587306892454,0.65025
EuroSAT|GTSRB|RESISC45|SVHN,4,weight_averaging,0.8150317975675119,0.80075
EuroSAT|GTSRB|RESISC45|SVHN,4,task_arithmetic,0.8466459750566894,0.832
EuroSAT|GTSRB|RESISC45|SVHN,4,ties,0.6709136582663369,0.65825
EuroSAT|GTSRB|SUN397|SVHN,4,weight_averaging,0.8374484036038659,0.77425
EuroSAT|GTSRB|SUN397|SVHN,4,task_arithmetic,0.8665157547867632,0.8027500000000001
EuroSAT|GTSRB|SUN397|SVHN,4,ties,0.6830542883820194,0.6225
EuroSAT|MNIST|RESISC45|SUN397,4,weight_averaging,0.8907098001893381,0.82575
EuroSAT|MNIST|RESISC45|SUN397,4,task_arithmetic,0.9018570567428668,0.8365
EuroSAT|MNIST|RESISC45|SUN397,4,ties,0.8015829900016449,0.7365
EuroSAT|MNIST|RESISC45|SVHN,4,weight_averaging,0.8677502445687402,0.85475
EuroSAT|MNIST|RESISC45|SVHN,4,task_arithmetic,0.8790846736638487,0.866
EuroSAT|MNIST|RESISC45|SVHN,4,ties,0.767314083193458,0.75525
EuroSAT|MNIST|SUN397|SVHN,4,weight_averaging,0.8883027741688451,0.82675
EuroSAT|MNIST|SUN397|SVHN,4,task_arithmetic,0.901443873528257,0.84
EuroSAT|MNIST|SUN397|SVHN,4,ties,0.7785539077945394,0.7185
EuroSAT|RESISC45|SUN397|SVHN,4,weight_averaging,0.8473241478409546,0.77875
EuroSAT|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8683036987522281,0.7995
EuroSAT|RESISC45|SUN397|SVHN,4,ties,0.7506671293517407,0.683
GTSRB|MNIST|RESISC45|SUN397,4,weight_averaging,0.8664878399309635,0.799
GTSRB|MNIST|RESISC45|SUN397,4,task_arithmetic,0.8848248236427941,0.8175
GTSRB|MNIST|RESISC45|SUN397,4,ties,0.7542424613039952,0.68875
GTSRB|MNIST|RESISC45|SVHN,4,weight_averaging,0.8579913024866188,0.843
GTSRB|MNIST|RESISC45|SVHN,4,task_arithmetic,0.8772123599656422,0.862
GTSRB|MNIST|RESISC45|SVHN,4,ties,0.7373756528423655,0.724
GTSRB|MNIST|SUN397|SVHN,4,weight_averaging,0.8920918876653728,0.82925
GTSRB|MNIST|SUN397|SVHN,4,task_arithmetic,0.9094121673471066,0.84675
GTSRB|MNIST|SUN397|SVHN,4,ties,0.7698390118638259,0.7090000000000001
GTSRB|RESISC45|SUN397|SVHN,4,weight_averaging,0.8427722130518874,0.77175
GTSRB|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8701118705057781,0.7985
GTSRB|RESISC45|SUN397|SVHN,4,ties,0.7214589434258551,0.653
MNIST|RESISC45|SUN397|SVHN,4,weight_averaging,0.8926793196078469,0.82275
MNIST|RESISC45|SUN397|SVHN,4,task_arithmetic,0.9021176047012222,0.8320000000000001
MNIST|RESISC45|SUN397|SVHN,4,ties,0.8163838069307234,0.74875
