metric,corr_10_vs_100,mean_10,mean_100
act_l2,0.9380594321001491,4.1023537175995965,2.9771032077925548
act_cosine,0.8610270953937339,0.2167113194508212,0.36523695157042574
act_magnitude_ratio,0.8084660318733258,0.7455846436295124,0.6823235774888187
act_dot,0.9809870060285126,2.4526534506252835,2.382445756878172
grad_cosine,-0.5031091279015826,0.016869845735503264,-0.0032001730628921396
grad_l2,0.4702838793281349,887.2670724094245,499.12915036561236
grad_dot,0.15333761580005875,-4556.541573629279,998.7893939667514
