density,n,mean_acc,std_y,data_free_r,data_free_fold_r,data_free_fold_sd,data_free_nfeat,full_r,full_fold_r,full_fold_sd,full_nfeat
0.05,28,0.6124444992193558,0.10977287755787062,0.7040700316852015,0.7331480180568501,0.10741805626208945,11,0.6753706638245761,0.7540926917921962,0.10382503666980951,18
0.1,28,0.6641297296727217,0.09622734723768064,0.639916363624762,0.6670902228494069,0.13683839811228002,11,0.6383084237277729,0.6840869409394363,0.10254520803435967,18
0.2,28,0.7331588055250519,0.08333815876488773,0.5332758549704919,0.5515498431558921,0.2029498497308721,11,0.5444480183322904,0.5684010257716618,0.17657245471382202,18
0.4,28,0.7835597968146175,0.07050155293114338,0.5027568466575684,0.42982957511846615,0.2010802911958569,11,0.32031904817762313,0.515517248996545,0.24944790956442825,18
0.8,28,0.7850639285724874,0.06889924433793,0.5095689343899267,0.43840278486387774,0.2161643888197268,11,0.28992624639788367,0.5253814197648482,0.25451802064829326,18
1.0,28,0.7698762422472948,0.071476052168504,0.5630413521936408,0.4715307083589286,0.2187125838185184,11,0.34877297843568356,0.5116752471059213,0.3001914068411093,18
