tasks,k,method,normalized_accuracy,mean_raw_accuracy
Cars|MNIST|SUN397|SVHN,4,weight_averaging,0.8929810062812267,0.7715000000000001
Cars|MNIST|SUN397|SVHN,4,task_arithmetic,0.907313216433187,0.786
Cars|MNIST|SUN397|SVHN,4,ties,0.804841791172409,0.687
Cars|RESISC45|SUN397|SVHN,4,weight_averaging,0.8311988662893945,0.70375
Cars|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8511677316619727,0.7235
Cars|RESISC45|SUN397|SVHN,4,ties,0.7471510249255323,0.62425
DTD|EuroSAT|GTSRB|MNIST,4,weight_averaging,0.7621868375066851,0.7225
DTD|EuroSAT|GTSRB|MNIST,4,task_arithmetic,0.793975337649777,0.75325
DTD|EuroSAT|GTSRB|MNIST,4,ties,0.6332022696643881,0.59775
DTD|EuroSAT|GTSRB|RESISC45,4,weight_averaging,0.7475607463194964,0.7005
DTD|EuroSAT|GTSRB|RESISC45,4,task_arithmetic,0.7775609204296883,0.72975
DTD|EuroSAT|GTSRB|RESISC45,4,ties,0.6194584049003453,0.57775
DTD|EuroSAT|GTSRB|SUN397,4,weight_averaging,0.7842811825400131,0.6805
DTD|EuroSAT|GTSRB|SUN397,4,task_arithmetic,0.8100070859734096,0.70575
DTD|EuroSAT|GTSRB|SUN397,4,ties,0.6631728865040242,0.56425
DTD|EuroSAT|GTSRB|SVHN,4,weight_averaging,0.7455268706545755,0.70175
DTD|EuroSAT|GTSRB|SVHN,4,task_arithmetic,0.7728340181182688,0.72875
DTD|EuroSAT|GTSRB|SVHN,4,ties,0.5836694895309944,0.5455
DTD|EuroSAT|MNIST|RESISC45,4,weight_averaging,0.8078518990336274,0.7625
DTD|EuroSAT|MNIST|RESISC45,4,task_arithmetic,0.828970179661819,0.7825
DTD|EuroSAT|MNIST|RESISC45,4,ties,0.6961113945408662,0.656
DTD|EuroSAT|MNIST|SUN397,4,weight_averaging,0.8470549235502012,0.7442500000000001
DTD|EuroSAT|MNIST|SUN397,4,task_arithmetic,0.8664727618883246,0.7625
DTD|EuroSAT|MNIST|SUN397,4,ties,0.7426908441851071,0.64475
DTD|EuroSAT|MNIST|SVHN,4,weight_averaging,0.8012038797215484,0.75925
DTD|EuroSAT|MNIST|SVHN,4,task_arithmetic,0.8279110464356223,0.7847500000000001
DTD|EuroSAT|MNIST|SVHN,4,ties,0.6745911623414498,0.6375
DTD|EuroSAT|RESISC45|SUN397,4,weight_averaging,0.8251758669822112,0.71675
DTD|EuroSAT|RESISC45|SUN397,4,task_arithmetic,0.8370594625293868,0.7285
DTD|EuroSAT|RESISC45|SUN397,4,ties,0.7284388192062353,0.62575
DTD|EuroSAT|RESISC45|SVHN,4,weight_averaging,0.7494650055607331,0.7015
DTD|EuroSAT|RESISC45|SVHN,4,task_arithmetic,0.78110068644844,0.7315
DTD|EuroSAT|RESISC45|SVHN,4,ties,0.6303326431949219,0.58775
DTD|EuroSAT|SUN397|SVHN,4,weight_averaging,0.7926034680758227,0.68725
DTD|EuroSAT|SUN397|SVHN,4,task_arithmetic,0.8200423305305307,0.713
DTD|EuroSAT|SUN397|SVHN,4,ties,0.6792337868165392,0.5795
DTD|GTSRB|MNIST|RESISC45,4,weight_averaging,0.7676750537242586,0.7212500000000001
DTD|GTSRB|MNIST|RESISC45,4,task_arithmetic,0.7952219206880367,0.748
DTD|GTSRB|MNIST|RESISC45,4,ties,0.6524365106919319,0.6115
DTD|GTSRB|MNIST|SUN397,4,weight_averaging,0.8145026943062396,0.7115
DTD|GTSRB|MNIST|SUN397,4,task_arithmetic,0.8425582156857947,0.738
DTD|GTSRB|MNIST|SUN397,4,ties,0.7040692575007556,0.60575
DTD|GTSRB|MNIST|SVHN,4,weight_averaging,0.8159042860554832,0.77325
DTD|GTSRB|MNIST|SVHN,4,task_arithmetic,0.833357788911152,0.7907500000000001
DTD|GTSRB|MNIST|SVHN,4,ties,0.663597894793204,0.6255
DTD|GTSRB|RESISC45|SUN397,4,weight_averaging,0.7813993116196462,0.671
DTD|GTSRB|RESISC45|SUN397,4,task_arithmetic,0.8065881966120231,0.69525
DTD|GTSRB|RESISC45|SUN397,4,ties,0.682936762924879,0.57825
DTD|GTSRB|RESISC45|SVHN,4,weight_averaging,0.755649489913622,0.70575
DTD|GTSRB|RESISC45|SVHN,4,task_arithmetic,0.7900793732614056,0.7384999999999999
DTD|GTSRB|RESISC45|SVHN,4,ties,0.611624399767505,0.56775
DTD|GTSRB|SUN397|SVHN,4,weight_averaging,0.808905117043499,0.7010000000000001
DTD|GTSRB|SUN397|SVHN,4,task_arithmetic,0.8388557573041758,0.73
DTD|GTSRB|SUN397|SVHN,4,ties,0.6592833971874401,0.55925
DTD|MNIST|RESISC45|SUN397,4,weight_averaging,0.837050769935822,0.728
DTD|MNIST|RESISC45|SUN397,4,task_arithmetic,0.8539749215445831,0.7435
DTD|MNIST|RESISC45|SUN397,4,ties,0.7561655381339316,0.65325
DTD|MNIST|RESISC45|SVHN,4,weight_averaging,0.802934011064257,0.75475
DTD|MNIST|RESISC45|SVHN,4,task_arithmetic,0.8274018406300591,0.7775
DTD|MNIST|RESISC45|SVHN,4,ties,0.6964775846886861,0.65375
DTD|MNIST|SUN397|SVHN,4,weight_averaging,0.8500066704271307,0.74475
DTD|MNIST|SUN397|SVHN,4,task_arithmetic,0.8693453298832098,0.763
DTD|MNIST|SUN397|SVHN,4,ties,0.7514363100939543,0.6525
DTD|RESISC45|SUN397|SVHN,4,weight_averaging,0.7932805898496181,0.681
DTD|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8171040573986442,0.70325
DTD|RESISC45|SUN397|SVHN,4,ties,0.701348609621897,0.5952500000000001
EuroSAT|GTSRB|MNIST|RESISC45,4,weight_averaging,0.7809681940460523,0.77125
EuroSAT|GTSRB|MNIST|RESISC45,4,task_arithmetic,0.8088804892417849,0.7989999999999999
EuroSAT|GTSRB|MNIST|RESISC45,4,ties,0.6682047151432897,0.6595
EuroSAT|GTSRB|MNIST|SUN397,4,weight_averaging,0.8234895822596588,0.75775
EuroSAT|GTSRB|MNIST|SUN397,4,task_arithmetic,0.8438362790083078,0.77925
EuroSAT|GTSRB|MNIST|SUN397,4,ties,0.710559677025099,0.6445000000000001
EuroSAT|GTSRB|MNIST|SVHN,4,weight_averaging,0.7980138006617822,0.79075
EuroSAT|GTSRB|MNIST|SVHN,4,task_arithmetic,0.8160502309313404,0.8085
EuroSAT|GTSRB|MNIST|SVHN,4,ties,0.6611281398811282,0.6555
EuroSAT|GTSRB|RESISC45|SUN397,4,weight_averaging,0.7994926170902041,0.72775
EuroSAT|GTSRB|RESISC45|SUN397,4,task_arithmetic,0.8255495405492721,0.75375
EuroSAT|GTSRB|RESISC45|SUN397,4,ties,0.6927515015201988,0.621
EuroSAT|GTSRB|RESISC45|SVHN,4,weight_averaging,0.7520263171337174,0.739
EuroSAT|GTSRB|RESISC45|SVHN,4,task_arithmetic,0.7823915813316182,0.769
EuroSAT|GTSRB|RESISC45|SVHN,4,ties,0.6133450050509296,0.60225
EuroSAT|GTSRB|SUN397|SVHN,4,weight_averaging,0.7977385430008701,0.7285
EuroSAT|GTSRB|SUN397|SVHN,4,task_arithmetic,0.8267810256241279,0.7575000000000001
EuroSAT|GTSRB|SUN397|SVHN,4,ties,0.6588044635405788,0.5905
EuroSAT|MNIST|RESISC45|SUN397,4,weight_averaging,0.867523845591025,0.79625
EuroSAT|MNIST|RESISC45|SUN397,4,task_arithmetic,0.8831716391786693,0.812
EuroSAT|MNIST|RESISC45|SUN397,4,ties,0.7717284280916844,0.7010000000000001
EuroSAT|MNIST|RESISC45|SVHN,4,weight_averaging,0.8163523768689667,0.80475
EuroSAT|MNIST|RESISC45|SVHN,4,task_arithmetic,0.8383366894059092,0.8265
EuroSAT|MNIST|RESISC45|SVHN,4,ties,0.7046878030582999,0.6945
EuroSAT|MNIST|SUN397|SVHN,4,weight_averaging,0.8593069959204571,0.79125
EuroSAT|MNIST|SUN397|SVHN,4,task_arithmetic,0.8766158418791634,0.8089999999999999
EuroSAT|MNIST|SUN397|SVHN,4,ties,0.749496005370822,0.6825
EuroSAT|RESISC45|SUN397|SVHN,4,weight_averaging,0.807665301953276,0.73375
EuroSAT|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8367617339142768,0.763
EuroSAT|RESISC45|SUN397|SVHN,4,ties,0.7064536991983471,0.6335000000000001
GTSRB|MNIST|RESISC45|SUN397,4,weight_averaging,0.826216406335723,0.7535000000000001
GTSRB|MNIST|RESISC45|SUN397,4,task_arithmetic,0.8485880720174148,0.7755
GTSRB|MNIST|RESISC45|SUN397,4,ties,0.7260262288876907,0.654
GTSRB|MNIST|RESISC45|SVHN,4,weight_averaging,0.8184959035930592,0.80475
GTSRB|MNIST|RESISC45|SVHN,4,task_arithmetic,0.8358293256579026,0.8220000000000001
GTSRB|MNIST|RESISC45|SVHN,4,ties,0.682246941010874,0.6705
GTSRB|MNIST|SUN397|SVHN,4,weight_averaging,0.8787010463772587,0.8085
GTSRB|MNIST|SUN397|SVHN,4,task_arithmetic,0.8880911205647758,0.8195
GTSRB|MNIST|SUN397|SVHN,4,ties,0.7371983230897343,0.669
GTSRB|RESISC45|SUN397|SVHN,4,weight_averaging,0.810450997285109,0.734
GTSRB|RESISC45|SUN397|SVHN,4,task_arithmetic,0.8439843732347533,0.767
GTSRB|RESISC45|SUN397|SVHN,4,ties,0.6824644645061232,0.60825
MNIST|RESISC45|SUN397|SVHN,4,weight_averaging,0.8656682515305079,0.7905
MNIST|RESISC45|SUN397|SVHN,4,task_arithmetic,0.882972662360579,0.80775
MNIST|RESISC45|SUN397|SVHN,4,ties,0.7718950615405146,0.6985
