metric,corr_10_vs_100,mean_10,mean_100
act_l2,0.8752048986447998,4.129160106182098,3.0813094675540924
act_cosine,0.868402361157597,0.25779987312853336,0.43986481907112257
act_magnitude_ratio,0.7199200537938872,0.7670737019239255,0.706363906910188
act_dot,0.939306472413838,3.098862192460469,3.292173983795302
grad_cosine,-0.1460075448656167,-0.0027578502562481985,-0.004079622054372766
grad_l2,0.7816940756348701,775.4094454901563,462.36454516409765
grad_dot,-0.14952294107139058,369.46510532923844,-91.41002488430239
